travel2csb,age,dependency_family,dependency_single,occupation1,occupation2,occupation3,fullyowned,purchasing,renting,numberofschool,_1bed_unit_median_price,_1bed_unit_days,_1bed_unit_clearance,_1bed_unit_sold,_2bed_unit_median_price,_2bed_unit_days,_2bed_unit_clearance,_2bed_unit_sold,_3bed_unit_median_price,_3bed_unit_days,_3bed_unit_clearance,_3bed_unit_sold,_2bed_house_median_price,_2bed_house_days,_2bed_house_clearance,_2bed_house_sold,_3bed_house_median_price,_3bed_house_days,_3bed_house_clearance,_3bed_house_sold,_4bed_house_median_price,_4bed_house_days,_4bed_house_clearance,_4bed_house_sold,name,post
17 hours 15 mins,40 - 59,45.0,55.0,Health Care/Social,Retail trade,Agriculture,36.0,36.0,28.0,3,,,,,,,,,,,,,,,,2,225000.0,87,,27,283000.0,,,12,Merbein,3505
--,40 - 59,58.0,42.0,Agriculture,Retail trade,Health Care/Social,36.0,50.0,14.0,1,,,,,,,,,,,,,,,,,,,,3,,,,2,Merbein South,3505
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,Merbein West,3505
16 hours 57 mins,40 - 59,62.0,38.0,Retail trade,Health Care/Social,Agriculture,33.0,47.0,20.0,0,,,,,,,,,,,,,,,,,,,,1,,,,5,Birdwoodton,3505
16 hours 58 mins,40 - 59,69.0,31.0,Retail trade,Education & training,Health Care/Social,35.0,54.0,11.0,1,,,,,,,,,,,,,,,,,,,,4,,,,2,Cabarita,3505
--,40 - 59,63.0,37.0,Agriculture,Retail trade,Health Care/Social,40.0,42.0,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Yelta,3505
--,40 - 59,59.0,41.0,Agriculture,Health Care/Social,Education & training,69.0,13.0,18.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Walpeup,3507
22 hours 19 mins,40 - 59,59.0,41.0,Agriculture,Health Care/Social,Retail trade,76.0,12.0,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Underbool,3509
3 hours 6 mins,40 - 59,57.0,43.0,Manufacturing,Health Care/Social,Retail trade,38.0,44.0,18.0,1,,,,,,,,,,,,,,,,1,,,,2,432000.0,,,10,Marong,3515
,40 - 59,64.0,36.0,Agriculture,Health Care/Social,Retail trade,47.0,42.0,10.0,0,,,,,,,,,,,,,,,,,,,,3,,,,2,Shelbourne,3515
3 hours 22 mins,40 - 59,62.0,38.0,Agriculture,Health Care/Social,Retail trade,65.0,22.0,14.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Bridgewater,3516
3 hours 22 mins,60+,56.0,44.0,Health Care/Social,Manufacturing,Retail trade,49.0,28.0,23.0,0,,,,,,,,,,,,,,,,1,,,,5,,,,,Bridgewater On Loddon,3516
3 hours 27 mins,60+,48.0,52.0,Manufacturing,Agriculture,Health Care/Social,51.0,32.0,18.0,2,,,,,,,,,,,,,,,,3,,,,7,,,,2,Inglewood,3517
--,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,Kingower,3517
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Powlett Plains,3517
--,40 - 59,68.0,32.0,Agriculture,Health Care/Social,Transport/Warehouse,42.0,20.0,38.0,0,,,,,,,,,,,,,,,,,,,,1,,,,1,Serpentine,3517
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Salisbury West,3517
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,Glenalbyn,3517
3 hours 53 mins,60+,43.0,57.0,Public Sector/Safety,Agriculture,Retail trade,56.0,21.0,23.0,1,,,,,,,,,,,,,,,,4,,,,7,,,,2,Wedderburn,3518
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Fentons Creek,3518
--,40 - 59,64.0,36.0,Agriculture,Public Sector/Safety,Retail trade,63.0,31.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Borung,3518
4 hours 16 mins,60+,52.0,48.0,Agriculture,Not Stated,Health Care/Social,62.0,26.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Korong Vale,3520
5 hours 48 mins,40 - 59,49.0,51.0,Construction,Manufacturing,Agriculture,37.0,53.0,10.0,1,,,,,,,,,,,,,,,,,,,,4,,,,2,Pyalong,3521
--,40 - 59,57.0,43.0,Agriculture,Manufacturing,Construction,38.0,44.0,19.0,1,,,,,,,,,,,,,,,,1,,,,2,,,,1,Tooborac,3522
3 hours 56 mins,60+,48.0,52.0,Manufacturing,Retail trade,Health Care/Social,50.0,30.0,20.0,2,,,,,,,,1,,,,1,,,,8,300000.0,245,,49,,,,8,Heathcote,3523
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Costerfield,3523
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Heathcote South,3523
3 hours 50 mins,40 - 59,53.0,47.0,Agriculture,Manufacturing,Retail trade,48.0,28.0,24.0,0,,,,,,,,,,,,,,,,,,,,3,,,,,Knowsley,3523
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Ladys Pass,3523
4 hours 14 mins,40 - 59,54.0,46.0,Agriculture,Retail trade,Education & training,56.0,25.0,19.0,2,,,,,,,,,,,,,,,,,,,,9,,,,3,Charlton,3525
18 hours 5 mins,40 - 59,54.0,46.0,Agriculture,Health Care/Social,Wholesale trade,67.0,17.0,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Culgoa,3530
5 hours 55 mins,40 - 59,55.0,45.0,Agriculture,Health Care/Social,Transport/Warehouse,64.0,16.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Berriwillock,3531
6 hours 1 min,60+,46.0,54.0,Agriculture,Retail trade,Health Care/Social,47.0,29.0,24.0,2,,,,,,,,,,,,,,,,3,70000.0,,,10,,,,1,Sea Lake,3533
--,40 - 59,63.0,37.0,Agriculture,Health Care/Social,Transport/Warehouse,61.0,17.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Nandaly,3533
4 hours 32 mins,60+,59.0,41.0,Agriculture,Health Care/Social,Retail trade,54.0,24.0,22.0,2,,,,,,,,,,,,,,,,,,,,6,,,,6,Boort,3537
5 hours 25 mins,40 - 59,59.0,41.0,Agriculture,Manufacturing,Retail trade,67.0,25.0,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Lalbert,3542
8 hours 23 mins,40 - 59,55.0,45.0,Agriculture,Manufacturing,Health Care/Social,61.0,24.0,15.0,1,,,,,,,,,,,,,,,,,,,,1,,,,1,Ultima,3544
19 hours 37 mins,60+,44.0,56.0,Agriculture,Health Care/Social,Transport/Warehouse,51.0,21.0,28.0,1,,,,,,,,,,,,,,,,1,,,,,,,,,Manangatang,3546
7 hours 0 mins,20 - 39,51.0,49.0,Agriculture,Health Care/Social,Manufacturing,33.0,23.0,43.0,3,,,,,,,,,,,,,,,,3,220000.0,199,,21,,,,7,Robinvale,3549
--,40 - 59,57.0,43.0,Agriculture,Manufacturing,Not Stated,26.0,13.0,61.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Wemen,3549
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Liparoo,3549
2 hours 41 mins,20 - 39,38.0,62.0,Health Care/Social,Retail trade,Education & training,29.0,25.0,46.0,3,,,,,,,,6,,,,,320000.0,79,,25,390000.0,113,42%,68,579000.0,158,,24,Bendigo,3550
2 hours 47 mins,20 - 39,31.0,69.0,Health Care/Social,Retail trade,Education & training,26.0,26.0,49.0,0,,,,1,,,,5,,,,6,240000.0,,,11,310000.0,88,,60,360000.0,56,,10,Flora Hill,3550
2 hours 56 mins,20 - 39,42.0,58.0,Health Care/Social,Retail trade,Education & training,37.0,24.0,39.0,1,,,,2,,,,8,,,,5,295000.0,123,,16,322000.0,85,,63,445000.0,81,,31,Kennington,3550
3 hours 8 mins,20 - 39,38.0,62.0,Health Care/Social,Manufacturing,Retail trade,29.0,30.0,41.0,0,,,,,,,,5,,,,,247000.0,,,12,278000.0,100,,49,,,,9,North Bendigo,3550
3 hours 3 mins,40 - 59,50.0,50.0,Health Care/Social,Education & training,Retail trade,41.0,33.0,26.0,0,,,,,,,,4,,,,1,,,,5,355000.0,93,,31,458000.0,120,,22,Spring Gully,3550
2 hours 59 mins,40 - 59,46.0,54.0,Health Care/Social,Retail trade,Manufacturing,33.0,38.0,29.0,2,,,,,,,,3,,,,,,,,9,295000.0,106,,43,403000.0,106,,16,White Hills,3550
2 hours 42 mins,40 - 59,38.0,62.0,Health Care/Social,Retail trade,Education & training,28.0,31.0,40.0,0,,,,1,,,,6,,,,,,,,6,346000.0,147,,18,,,,3,Ironbark,3550
2 hours 48 mins,20 - 39,37.0,63.0,Retail trade,Manufacturing,Health Care/Social,28.0,29.0,43.0,0,,,,,,,,3,,,,1,,,,6,262000.0,144,,38,,,,2,Long Gully,3550
2 hours 26 mins,20 - 39,44.0,56.0,Health Care/Social,Education & training,Retail trade,29.0,31.0,40.0,1,,,,,,,,5,,,,,,,,9,351000.0,97,,22,455000.0,181,,13,Quarry Hill,3550
3 hours 19 mins,20 - 39,43.0,57.0,Health Care/Social,Retail trade,Manufacturing,38.0,26.0,36.0,0,,,,,,,,2,,,,1,,,,8,313000.0,116,,25,,,,8,East Bendigo,3550
2 hours 58 mins,40 - 59,55.0,45.0,Health Care/Social,Education & training,Retail trade,44.0,28.0,28.0,1,,,,1,,,,7,,,,1,,,,3,345000.0,115,,49,475000.0,190,,41,Strathdale,3550
3 hours 2 mins,40 - 59,42.0,58.0,Manufacturing,Construction,Retail trade,36.0,31.0,33.0,0,,,,,,,,,,,,,,,,,,,,3,,,,2,West Bendigo,3550
--,40 - 59,58.0,42.0,Health Care/Social,Retail trade,Construction,34.0,58.0,9.0,1,,,,,,,,,,,,,,,,,,,,4,,,,6,Eppalock,3551
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Waanyarra,3551
2 hours 59 mins,40 - 59,54.0,46.0,Health Care/Social,Manufacturing,Construction,36.0,49.0,15.0,1,,,,,,,,,,,,,,,,3,365000.0,151,,15,363000.0,111,,16,Huntly,3551
4 hours 28 mins,40 - 59,64.0,36.0,Health Care/Social,Retail trade,Education & training,37.0,52.0,11.0,0,,,,,,,,1,,,,,,,,1,434000.0,,,10,555000.0,115,,26,Junortoun,3551
2 hours 42 mins,20 - 39,50.0,50.0,Retail trade,Health Care/Social,Manufacturing,19.0,52.0,30.0,1,,,,,,,,4,,,,2,,,,3,321000.0,122,,41,388000.0,93,,24,Epsom,3551
3 hours 29 mins,40 - 59,64.0,36.0,Health Care/Social,Retail trade,Education & training,32.0,56.0,11.0,2,,,,,,,,,,,,,,,,1,380000.0,142,,28,462000.0,119,,69,Strathfieldsaye,3551
2 hours 45 mins,40 - 59,60.0,40.0,Health Care/Social,Retail trade,Manufacturing,35.0,50.0,15.0,0,,,,,,,,,,,,,,,,,359000.0,95,,15,388000.0,196,,19,Ascot,3551
--,40 - 59,64.0,36.0,Retail trade,Education & training,Manufacturing,37.0,53.0,10.0,0,,,,,,,,,,,,,,,,,,,,1,,,,4,Axe Creek,3551
--,40 - 59,58.0,42.0,Manufacturing,Construction,Retail trade,40.0,47.0,13.0,1,,,,,,,,,,,,,,,,1,,,,3,,,,2,Lockwood,3551
3 hours 41 mins,40 - 59,60.0,40.0,Health Care/Social,Manufacturing,Construction,31.0,60.0,9.0,1,,,,,,,,,,,,,,,,,,,,4,,,,3,Lockwood South,3551
3 hours 26 mins,40 - 59,62.0,38.0,Retail trade,Health Care/Social,Construction,31.0,59.0,10.0,1,,,,,,,,,,,,,,,,2,414000.0,155,,13,479000.0,153,,42,Maiden Gully,3551
--,40 - 59,61.0,39.0,Health Care/Social,Education & training,Retail trade,48.0,44.0,8.0,0,,,,,,,,,,,,,,,,,,,,1,,,,1,Mandurang,3551
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Painswick,3551
--,40 - 59,57.0,43.0,Agriculture,Manufacturing,Construction,62.0,26.0,12.0,0,,,,,,,,,,,,,,,,2,,,,,,,,,Toolleen,3551
--,40 - 59,66.0,34.0,Construction,Education & training,Health Care/Social,40.0,52.0,8.0,0,,,,,,,,,,,,,,,,,,,,1,,,,4,Emu Creek,3551
3 hours 55 mins,40 - 59,63.0,37.0,Retail trade,Health Care/Social,Construction,36.0,55.0,9.0,0,,,,,,,,,,,,,,,,,,,,1,,,,8,Longlea,3551
3 hours 51 mins,40 - 59,51.0,49.0,Construction,Health Care/Social,Manufacturing,39.0,48.0,13.0,1,,,,,,,,,,,,,,,,1,,,,4,,,,4,Axedale,3551
--,40 - 59,66.0,34.0,Health Care/Social,Retail trade,Education & training,50.0,42.0,8.0,0,,,,,,,,,,,,,,,,,,,,1,,,,3,Mandurang South,3551
--,40 - 59,61.0,39.0,Health Care/Social,Retail trade,Education & training,45.0,46.0,9.0,0,,,,,,,,,,,,,,,,,,,,4,,,,1,Sedgwick,3551
3 hours 27 mins,60+,50.0,50.0,Agriculture,Education & training,Construction,59.0,26.0,15.0,1,,,,,,,,,,,,,,,,,,,,5,,,,2,Tarnagulla,3551
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Arnold,3551
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Llanelly,3551
--,40 - 59,55.0,45.0,Retail trade,Agriculture,Construction,42.0,52.0,6.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Bagshot,3551
--,40 - 59,57.0,43.0,Agriculture,Manufacturing,Public Sector/Safety,58.0,24.0,18.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Newbridge,3551
--,40 - 59,52.0,48.0,Manufacturing,Health Care/Social,Retail trade,44.0,30.0,26.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Wellsford,3551
2 hours 45 mins,20 - 39,42.0,58.0,Health Care/Social,Retail trade,Construction,32.0,33.0,35.0,2,,,,1,228000.0,80,,19,,,,2,265000.0,154,,17,308000.0,96,31%,102,365000.0,69,,28,Golden Square,3555
2 hours 36 mins,60+,46.0,54.0,Retail trade,Health Care/Social,Manufacturing,36.0,32.0,32.0,3,,,,,222000.0,,,11,,,,2,225000.0,103,,17,299000.0,111,,147,355000.0,145,,31,Kangaroo Flat,3555
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,Big Hill,3555
2 hours 40 mins,40 - 59,47.0,53.0,Retail trade,Health Care/Social,Manufacturing,40.0,39.0,20.0,0,,,,,,,,,,,,,,,,,,,,1,,,,1,Golden Gully,3555
2 hours 55 mins,20 - 39,39.0,61.0,Health Care/Social,Retail trade,Manufacturing,31.0,34.0,35.0,1,,,,,,,,5,,,,,198000.0,,,13,255000.0,166,,53,310000.0,163,,18,California Gully,3556
2 hours 37 mins,40 - 59,43.0,57.0,Health Care/Social,Retail trade,Manufacturing,35.0,33.0,33.0,3,,,,,,,,7,,,,3,226000.0,123,,19,285000.0,132,,63,331000.0,105,,23,Eaglehawk,3556
3 hours 23 mins,40 - 59,51.0,49.0,Health Care/Social,Manufacturing,Construction,38.0,43.0,19.0,0,,,,,,,,,,,,,,,,2,,,,7,,,,1,Sailors Gully,3556
3 hours 16 mins,40 - 59,50.0,50.0,Agriculture,Construction,Education & training,35.0,51.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,2,Sebastian,3556
3 hours 1 min,40 - 59,59.0,41.0,Manufacturing,Retail trade,Health Care/Social,43.0,43.0,15.0,0,,,,,,,,,,,,,,,,,,,,3,300000.0,112,,13,Jackass Flat,3556
--,40 - 59,50.0,50.0,Manufacturing,Construction,Health Care/Social,50.0,40.0,10.0,0,,,,,,,,,,,,,,,,,,,,3,,,,,Myers Flat,3556
--,40 - 59,52.0,48.0,Manufacturing,Retail trade,Health Care/Social,46.0,41.0,13.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Woodvale,3556
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Barnadown,3557
--,40 - 59,53.0,47.0,Agriculture,Construction,Health Care/Social,39.0,46.0,14.0,1,,,,,,,,,,,,,,,,1,,,,5,,,,3,Goornong,3557
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Fosterville,3557
3 hours 6 mins,60+,52.0,48.0,Agriculture,Transport/Warehouse,Retail trade,53.0,27.0,20.0,2,,,,,,,,,,,,,,,,2,220000.0,202,,13,,,,2,Elmore,3558
--,60+,57.0,43.0,Agriculture,Manufacturing,Retail trade,54.0,26.0,20.0,0,,,,,,,,,,,,,,,,1,,,,,,,,1,Corop,3559
--,40 - 59,65.0,35.0,Agriculture,Health Care/Social,Education & training,50.0,32.0,18.0,1,,,,,,,,,,,,,,,,,,,,,,,,1,Colbinabbin,3559
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Avonmore,3559
3 hours 20 mins,60+,54.0,46.0,Manufacturing,Agriculture,Health Care/Social,48.0,29.0,23.0,3,,,,,,,,1,,,,,,,,2,255000.0,362,,26,353000.0,347,,11,Rochester,3561
--,40 - 59,59.0,41.0,Agriculture,Retail trade,Manufacturing,33.0,41.0,26.0,1,,,,,,,,,,,,,,,,,,,,,,,,1,Nanneella,3561
--,40 - 59,60.0,40.0,Agriculture,Health Care/Social,Manufacturing,43.0,38.0,18.0,0,,,,,,,,,,,,,,,,1,,,,4,,,,1,Bamawm,3561
--,40 - 59,61.0,39.0,Agriculture,Construction,Retail trade,44.0,41.0,15.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Ballendella,3561
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Diggora,3561
--,40 - 59,53.0,47.0,Agriculture,Manufacturing,Retail trade,45.0,35.0,21.0,1,,,,,,,,,,,,,,,,,,,,1,,,,,Torrumbarry,3562
4 hours 34 mins,40 - 59,53.0,47.0,Agriculture,Retail trade,Health Care/Social,43.0,35.0,22.0,1,,,,,,,,,,,,,,,,1,,,,5,,,,1,Lockington,3563
3 hours 43 mins,40 - 59,49.0,51.0,Retail trade,Manufacturing,Health Care/Social,34.0,31.0,35.0,3,,,,3,,,,8,,,,4,245000.0,124,,25,320000.0,94,57%,160,450000.0,145,36%,67,Echuca,3564
--,40 - 59,69.0,31.0,Manufacturing,Retail trade,Agriculture,43.0,48.0,9.0,0,,,,,,,,,,,,,,,,,,,,2,,,,1,Echuca West,3564
--,40 - 59,67.0,33.0,Agriculture,Manufacturing,Health Care/Social,40.0,40.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,2,Patho,3564
--,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,1,,,,,Kotta,3565
--,40 - 59,59.0,41.0,Agriculture,Health Care/Social,Manufacturing,47.0,29.0,24.0,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,Gunbower,3566
4 hours 59 mins,40 - 59,57.0,43.0,Agriculture,Health Care/Social,Retail trade,53.0,23.0,24.0,1,,,,,,,,,,,,,,,,,,,,2,,,,1,Leitchville,3567
18 hours 56 mins,60+,57.0,43.0,Agriculture,Health Care/Social,Retail trade,50.0,24.0,27.0,3,,,,,,,,,,,,,,,,3,205000.0,701,,20,,,,4,Cohuna,3568
3 hours 40 mins,40 - 59,50.0,50.0,Agriculture,Retail trade,Manufacturing,46.0,39.0,15.0,2,,,,,,,,,,,,,,,,,,,,2,,,,,Raywood,3570
--,40 - 59,49.0,51.0,Health Care/Social,Agriculture,Construction,34.0,56.0,10.0,0,,,,,,,,,,,,,,,,1,,,,2,,,,,Neilborough,3570
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Kamarooka,3570
3 hours 13 mins,40 - 59,60.0,40.0,Agriculture,Health Care/Social,Education & training,39.0,30.0,31.0,1,,,,,,,,,,,,,,,,,,,,2,,,,,Dingee,3571
--,40 - 59,58.0,42.0,Agriculture,Not Stated,Construction,45.0,32.0,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Tennyson,3572
3 hours 47 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Mitiamo,3573
3 hours 41 mins,40 - 59,50.0,50.0,Agriculture,Education & training,Health Care/Social,52.0,19.0,29.0,2,,,,,,,,,,,,,,,,1,,,,2,,,,1,Pyramid Hill,3575
--,40 - 59,61.0,39.0,Manufacturing,Hospitality,Public Sector/Safety,52.0,39.0,10.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Mystic Park,3579
4 hours 10 mins,60+,49.0,51.0,Retail trade,Health Care/Social,Agriculture,45.0,24.0,30.0,3,,,,,,,,2,,,,1,175000.0,183,,13,198000.0,205,,30,185000.0,323,,13,Kerang,3579
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Myall,3579
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Westby,3579
19 hours 54 mins,40 - 59,57.0,43.0,Agriculture,Manufacturing,Education & training,49.0,28.0,22.0,1,,,,,,,,,,,,,,,,,,,,1,,,,,Murrabit,3579
20 hours 38 mins,60+,57.0,43.0,Agriculture,Retail trade,Hospitality,51.0,28.0,20.0,1,,,,,,,,,,,,,,,,2,185000.0,,,13,,,,2,Koondrook,3580
--,40 - 59,60.0,40.0,Agriculture,Wholesale trade,Education & training,41.0,32.0,27.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Tresco,3583
--,60+,56.0,44.0,Retail trade,Manufacturing,Health Care/Social,42.0,34.0,24.0,1,,,,,,,,,,,,,,,,1,,,,7,,,,,Lake Boga,3584
4 hours 53 mins,20 - 39,49.0,51.0,Retail trade,Health Care/Social,Manufacturing,33.0,29.0,37.0,3,,,,,,,,9,,,,2,220000.0,55,,19,254000.0,80,,113,378000.0,135,,36,Swan Hill,3585
--,40 - 59,62.0,38.0,Agriculture,Public Sector/Safety,Construction,50.0,28.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Castle Donnington,3585
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Speewa,3585
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Murray Downs,3585
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Murrawee,3586
--,40 - 59,63.0,37.0,Health Care/Social,Construction,Manufacturing,35.0,51.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Tyntynder South,3586
--,40 - 59,57.0,43.0,Agriculture,Health Care/Social,Construction,45.0,40.0,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Tyntynder,3586
--,40 - 59,66.0,34.0,Agriculture,Construction,Hospitality,36.0,42.0,22.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Pental Island,3586
5 hours 31 mins,40 - 59,52.0,48.0,Retail trade,Education & training,Health Care/Social,44.0,41.0,15.0,0,,,,,,,,,,,,,,,,2,,,,3,,,,1,Woorinen South,3588
5 hours 51 mins,5 - 19,56.0,44.0,Agriculture,Health Care/Social,Retail trade,40.0,36.0,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Woorinen,3589
--,40 - 59,60.0,40.0,Agriculture,Health Care/Social,Retail trade,36.0,46.0,18.0,1,,,,,,,,,,,,,,,,,,,,1,,,,,Beverford,3590
--,40 - 59,62.0,38.0,Agriculture,Health Care/Social,Manufacturing,44.0,43.0,12.0,0,,,,,,,,,,,,,,,,1,,,,,,,,,Vinifera,3591
--,40 - 59,54.0,46.0,Agriculture,Health Care/Social,Hospitality,47.0,28.0,25.0,0,,,,,,,,,,,,,,,,2,,,,5,,,,3,Nyah,3594
5 hours 47 mins,60+,43.0,57.0,Agriculture,Retail trade,Health Care/Social,37.0,37.0,25.0,1,,,,,,,,,,,,,,,,,,,,4,,,,4,Nyah West,3595
--,40 - 59,58.0,42.0,Agriculture,Manufacturing,Education & training,58.0,21.0,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Piangil,3597
--,40 - 59,53.0,47.0,Agriculture,Manufacturing,Transport/Warehouse,36.0,14.0,50.0,0,,,,,,,,,,,,,,,,1,,,,,,,,,Boundary Bend,3599
--,60+,50.0,50.0,Agriculture,Manufacturing,Public Sector/Safety,56.0,26.0,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bailieston,3608
2 hours 5 mins,60+,48.0,52.0,Agriculture,Manufacturing,Retail trade,42.0,26.0,33.0,2,,,,,,,,2,,,,2,,,,6,340000.0,215,,31,431000.0,,,10,Nagambie,3608
--,60+,63.0,37.0,Agriculture,Manufacturing,Construction,59.0,15.0,26.0,0,,,,,,,,,,,,,,,,,,,,3,,,,1,Kirwans Bridge,3608
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Wahring,3608
2 hours 46 mins,60+,51.0,49.0,Agriculture,Health Care/Social,Manufacturing,42.0,36.0,22.0,1,,,,,,,,,,,,1,,,,6,,,,9,,,,4,Murchison,3610
--,60+,48.0,52.0,Health Care/Social,Manufacturing,Agriculture,48.0,32.0,20.0,2,,,,,,,,2,,,,,,,,3,205000.0,229,,16,,,,4,Rushworth,3612
--,40 - 59,60.0,40.0,Manufacturing,Health Care/Social,Construction,42.0,40.0,18.0,0,,,,,,,,,,,,,,,,,,,,3,,,,1,Waranga Shores,3612
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Whroo,3612
--,40 - 59,59.0,41.0,Manufacturing,Health Care/Social,Agriculture,34.0,53.0,12.0,1,,,,,,,,,,,,,,,,,,,,2,,,,3,Toolamba,3614
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,Toolamba West,3614
3 hours 14 mins,40 - 59,53.0,47.0,Manufacturing,Agriculture,Retail trade,38.0,34.0,28.0,3,,,,,,,,3,,,,,,,,6,237000.0,144,,38,332000.0,212,,19,Tatura,3616
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Cooma,3616
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,Girgarre East,3616
--,40 - 59,56.0,44.0,Agriculture,Manufacturing,Health Care/Social,41.0,39.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Harston,3616
--,40 - 59,62.0,38.0,Agriculture,Manufacturing,Education & training,42.0,37.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Byrneside,3617
3 hours 25 mins,40 - 59,50.0,50.0,Agriculture,Manufacturing,Health Care/Social,38.0,40.0,22.0,1,,,,,,,,,,,,,,,,,,,,5,,,,2,Merrigum,3618
3 hours 29 mins,60+,52.0,48.0,Manufacturing,Retail trade,Health Care/Social,39.0,31.0,30.0,2,,,,,183000.0,501,,18,,,,1,228000.0,209,,14,234000.0,236,,68,324000.0,261,,21,Kyabram,3620
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Kyabram South,3620
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Wyuna East,3620
--,40 - 59,58.0,42.0,Manufacturing,Agriculture,Health Care/Social,41.0,46.0,13.0,1,,,,,,,,,,,,,,,,,,,,1,,,,,Lancaster,3620
--,40 - 59,60.0,40.0,Agriculture,Manufacturing,Retail trade,40.0,37.0,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Wyuna,3620
16 hours 10 mins,60+,47.0,53.0,Manufacturing,Agriculture,Health Care/Social,34.0,41.0,25.0,2,,,,,,,,,,,,,,,,1,208000.0,,,12,,,,4,Tongala,3621
13 hours 44 mins,40 - 59,55.0,45.0,Agriculture,Manufacturing,Health Care/Social,43.0,35.0,22.0,1,,,,,,,,,,,,,,,,2,,,,8,,,,,Stanhope,3623
14 hours 8 mins,40 - 59,55.0,45.0,Agriculture,Manufacturing,Retail trade,36.0,32.0,32.0,1,,,,,,,,,,,,,,,,,,,,2,,,,,Girgarre,3624
